bibid,description,score,score_cat
(OCoLC)1120092336,"""A searing memoir from critically acclaimed author Nick Flynn, on how childhood spills into parenthood. When Nick Flynn was a child, his mother set fire to their home. With the spare lyricism and dark irony of his classic, Another Bullshit Night in Suck City, Flynn excavates the terrain of his traumatic upbringing and his mother's suicide. Now a parent himself, he discovers that he too may be burning his house down. He returns with his young daughter to the landscape of his youth, reflecting on how his ""feral childhood"" has him still in its reins. This Is the Night Our House Will Catch Fire confronts Flynn's struggle and his failings-including a five- year affair, begun when his daughter was a toddler-with fierce candor. His marriage in crisis, Flynn seeks answers from his therapist, who tells him: ""You have the ethics of a drowning man."" Alternating literary analysis and philosophy with intimate memoir and the bedtime stories he tells his daughter, Flynn probes his deepest ethical dilemmas""--",0.26832202,.25-.4999
(OCoLC)ocm44080809,"Three vixens are on the verge of becoming permanently human after 1,000 years of meditation when a sexual encounter with a mysterious scholar threatens their plans.",0.26818538,.25-.4999
(YBPDDA)ebc4548629,""". . . Dickman uses dream-like images to illuminate internal and external landscapes. With wonder tempered by visceral unease, Dickman sings the sensory world in a strange, unshakable, and sometimes unsettling voice"" -- from back cover.",0.2681769,.25-.4999
(VaAlASP)2617753,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2774916,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762165,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761938,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2615186,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2761831,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761727,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762515,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2615358,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2762402,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762294,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762973,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2611556,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2762844,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2615491,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2762746,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762624,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2615622,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2614664,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2763499,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2763359,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2762054,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761273,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761382,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761491,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2759853,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2759695,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2759554,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760494,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760374,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760321,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760160,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760864,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2616018,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2760757,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760668,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2616141,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2760648,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761162,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761063,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2760961,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2761620,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2763210,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2614781,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2763091,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2765861,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2765714,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2765626,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766463,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2614257,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2766331,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766215,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766105,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766916,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766820,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2766716,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2614400,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2614523,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2766599,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2767026,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2611963,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2612114,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2612228,The Voice of the Gay and Lesbian Community,0.26802522,.25-.4999
(VaAlASP)2631865,The voice of the gay and lesbian community,0.26802522,.25-.4999
(VaAlASP)2765980,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2763961,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2612453,The Voice of the Gay and Lesbian Community,0.26802522,.25-.4999
(VaAlASP)2763850,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2763724,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2763606,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2764443,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2764327,The voice of the gay and lesbian community.,0.26802522,.25-.4999
(VaAlASP)2764227,The voice of the gay and lesbian community.,0.26802522,.25-.4999
